+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
+------------------------------------------------+
|                 0 |  1 |       NEW |     READY |
|                 0 |  1 |     READY |   RUNNING |
|                10 |  3 |       NEW |     READY |
|                20 |  2 |       NEW |     READY |
|                30 |  4 |       NEW |     READY |
|                50 |  1 |   RUNNING |   WAITING |
|                51 |  3 |     READY |   RUNNING |
|                81 |  3 |   RUNNING |   WAITING |
|                82 |  2 |     READY |   RUNNING |
|               100 |  1 |   WAITING |     READY |
|               122 |  2 |   RUNNING |   WAITING |
|               123 |  4 |     READY |   RUNNING |
|               143 |  4 |   RUNNING |   WAITING |
|               144 |  1 |     READY |   RUNNING |
|               151 |  3 |   WAITING |     READY |
|               182 |  2 |   WAITING |     READY |
|               194 |  1 |   RUNNING |   WAITING |
|               195 |  3 |     READY |   RUNNING |
|               223 |  4 |   WAITING |     READY |
|               225 |  3 |   RUNNING |   WAITING |
|               226 |  2 |     READY |   RUNNING |
|               244 |  1 |   WAITING |     READY |
|               266 |  2 |   RUNNING |   WAITING |
|               267 |  4 |     READY |   RUNNING |
|               287 |  4 |   RUNNING |   WAITING |
|               288 |  1 |     READY |   RUNNING |
|               295 |  3 |   WAITING |     READY |
|               326 |  2 |   WAITING |     READY |
|               338 |  1 |   RUNNING |   WAITING |
|               339 |  3 |     READY |   RUNNING |
|               367 |  4 |   WAITING |     READY |
|               369 |  3 |   RUNNING |   WAITING |
|               370 |  2 |     READY |   RUNNING |
|               388 |  1 |   WAITING |     READY |
|               410 |  2 |   RUNNING |   WAITING |
|               411 |  4 |     READY |   RUNNING |
|               431 |  4 |   RUNNING |   WAITING |
|               432 |  1 |     READY |   RUNNING |
|               439 |  3 |   WAITING |     READY |
|               470 |  2 |   WAITING |     READY |
|               482 |  1 |   RUNNING |   WAITING |
|               483 |  3 |     READY |   RUNNING |
|               511 |  4 |   WAITING |     READY |
|               513 |  3 |   RUNNING |   WAITING |
|               514 |  2 |     READY |   RUNNING |
|               532 |  1 |   WAITING |     READY |
|               554 |  2 |   RUNNING |   WAITING |
|               555 |  4 |     READY |   RUNNING |
|               575 |  4 |   RUNNING |   WAITING |
|               576 |  1 |     READY |   RUNNING |
|               583 |  3 |   WAITING |     READY |
|               614 |  2 |   WAITING |     READY |
|               626 |  1 |   RUNNING |   WAITING |
|               627 |  3 |     READY |   RUNNING |
|               655 |  4 |   WAITING |     READY |
|               657 |  3 |   RUNNING |   WAITING |
|               658 |  2 |     READY |   RUNNING |
|               676 |  1 |   WAITING |     READY |
|               698 |  2 |   RUNNING |   WAITING |
|               699 |  4 |     READY |   RUNNING |
|               719 |  4 |   RUNNING |   WAITING |
|               720 |  1 |     READY |   RUNNING |
|               727 |  3 |   WAITING |     READY |
|               758 |  2 |   WAITING |     READY |
|               770 |  1 |   RUNNING |   WAITING |
|               771 |  3 |     READY |   RUNNING |
|               799 |  4 |   WAITING |     READY |
|               801 |  3 |   RUNNING |   WAITING |
|               802 |  2 |     READY |   RUNNING |
|               820 |  1 |   WAITING |     READY |
|               842 |  2 |   RUNNING |   WAITING |
|               843 |  4 |     READY |   RUNNING |
|               863 |  4 |   RUNNING |   WAITING |
|               864 |  1 |     READY |   RUNNING |
|               871 |  3 |   WAITING |     READY |
|               902 |  2 |   WAITING |     READY |
|               914 |  1 |   RUNNING |   WAITING |
|               915 |  3 |     READY |   RUNNING |
|               943 |  4 |   WAITING |     READY |
|               945 |  3 |   RUNNING |   WAITING |
|               946 |  2 |     READY |   RUNNING |
|               964 |  1 |   WAITING |     READY |
|               986 |  2 |   RUNNING |   WAITING |
|               987 |  4 |     READY |   RUNNING |
|              1007 |  4 |   RUNNING |   WAITING |
|              1008 |  1 |     READY |   RUNNING |
|              1015 |  3 |   WAITING |     READY |
|              1046 |  2 |   WAITING |     READY |
|              1058 |  1 |   RUNNING |TERMINATED |
|              1058 |  3 |     READY |   RUNNING |
|              1087 |  4 |   WAITING |     READY |
|              1088 |  3 |   RUNNING |   WAITING |
|              1089 |  2 |     READY |   RUNNING |
|              1129 |  2 |   RUNNING |   WAITING |
|              1130 |  4 |     READY |   RUNNING |
|              1150 |  4 |   RUNNING |   WAITING |
|              1158 |  3 |   WAITING |     READY |
|              1158 |  3 |     READY |   RUNNING |
|              1188 |  3 |   RUNNING |   WAITING |
|              1189 |  2 |   WAITING |     READY |
|              1189 |  2 |     READY |   RUNNING |
|              1219 |  2 |   RUNNING |TERMINATED |
|              1230 |  4 |   WAITING |     READY |
|              1230 |  4 |     READY |   RUNNING |
|              1250 |  4 |   RUNNING |   WAITING |
|              1258 |  3 |   WAITING |     READY |
|              1258 |  3 |     READY |   RUNNING |
|              1288 |  3 |   RUNNING |TERMINATED |
|              1330 |  4 |   WAITING |     READY |
|              1330 |  4 |     READY |   RUNNING |
|              1350 |  4 |   RUNNING |   WAITING |
|              1430 |  4 |   WAITING |     READY |
|              1430 |  4 |     READY |   RUNNING |
|              1450 |  4 |   RUNNING |   WAITING |
|              1530 |  4 |   WAITING |     READY |
|              1530 |  4 |     READY |   RUNNING |
|              1550 |  4 |   RUNNING |   WAITING |
|              1630 |  4 |   WAITING |     READY |
|              1630 |  4 |     READY |   RUNNING |
|              1640 |  4 |   RUNNING |TERMINATED |
+------------------------------------------------+
